|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|メールアドレス=	|URL=	|備考=	== その他 ==							
前橋市立桂萓東小学校		〒371-0003 群馬県前橋市堤町471	027-269-0935	027-269-0917		http://menet.ed.jp/kaihigashi-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
群馬県立前橋工業高等学校		〒371-0006 群馬県前橋市石関町137-1	027-264-7100	027-264-7101		http://www.maeko-hs.gsn.ed.jp/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]			
前橋市立桂萓中学校		〒371-0007 群馬県前橋市上泉町175	027-231-3066	027-231-3069		http://menet.ed.jp/kaigaya-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立桂萓小学校		〒371-0007 群馬県前橋市上泉町178	027-231-3015	027-231-3076		http://menet.ed.jp/kaigaya-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
群馬県立前橋高等学校		〒371-0011 群馬県前橋市下沖町321-1	027-232-1155	027-233-1046		http://www.maebashi-hs.gsn.ed.jp			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]			
前橋市立桃瀬小学校		〒371-0013 群馬県前橋市西片貝町3-343	027-224-5790	027-224-5862		http://menet.ed.jp/momonose-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立中川小学校		〒371-0015 群馬県前橋市三河町2-1-3	027-224-3819	027-224-3959		http://menet.ed.jp/nakagawa-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立城東小学校		〒371-0016 群馬県前橋市城東町1-35-7	027-231-2251	027-231-2253		http://menet.ed.jp/joutou-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立みずき中学校		〒371-0016 群馬県前橋市城東町4-24-12	027-231-3575	027-231-3729		http://menet.ed.jp/mizuki-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
群馬県立勢多農林高等学校		〒371-0017 群馬県前橋市日吉町二丁目25-1	027-231-2403	027-233-1291		http://www.setano-hs.gsn.ed.jp/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]			
前橋市立中央小学校		〒371-0024 群馬県前橋市表町1-22-33	027-221-4612	027-221-4767		http://menet.ed.jp/chuuou-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
群馬県立前橋女子高等学校		〒371-0025 群馬県前橋市紅雲町二丁目19-1	027-221-4188	027-243-2676		http://www.maejo-hs.gsn.ed.jp/index.html			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]			
前橋市立桃井小学校		〒371-0026 群馬県前橋市大手町2-16-4	027-221-3466	027-221-3469		http://menet.ed.jp/momonoi-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立第三中学校		〒371-0027 群馬県前橋市平和町2-13-24	027-231-1405	027-231-1408		http://menet.ed.jp/daisan-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
群馬大学附属小学校		〒371-0032 群馬県前橋市若宮町2-8-1	027-231-2804	027-231-2828		http://es.edu.gunma-u.ac.jp/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立若宮小学校		〒371-0032 群馬県前橋市若宮町4-12-24	027-231-3881	027-231-3812		http://menet.ed.jp/wakamiya-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
群馬大学教育学部附属特別支援学校		〒371-0032 群馬県前橋市若宮町二丁目8-1	027-231-1384	027-234-4852		http://shc.edu.gunma-u.ac.jp/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:特別支援学校]]			
前橋市立敷島小学校		〒371-0034 群馬県前橋市昭和町1-22-8	027-231-2634	027-231-2635		http://menet.ed.jp/shikishima-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
創世中等教育学校		〒371-0034 群馬県前橋市昭和町3-7-27	027-231-8117	027-231-8107		http://www4.ocn.ne.jp/~sousei/	休校中		[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中等教育学校]]			
前橋市立岩神小学校		〒371-0035 群馬県前橋市岩神町4-4-1	027-231-6162	027-231-6160		http://menet.ed.jp/iwagami-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
群馬県立赤城養護学校		〒371-0037 群馬県前橋市上小出町1-5-15	027-237-2145	027-237-1320		http://www.akagi-ses.gsn.ed.jp/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:特別支援学校]]			
前橋市立荒牧小学校		〒371-0044 群馬県前橋市荒牧町4-9-2	027-233-3080	027-233-3049		http://menet.ed.jp/aramaki-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立桃川小学校		〒371-0044 群馬県前橋市荒牧町514	027-231-1779	027-231-1781		http://menet.ed.jp/momokawa-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立南橘中学校		〒371-0044 群馬県前橋市荒牧町975	027-231-5351	027-231-5359		http://menet.ed.jp/nankitsu-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立荒牧小学校みやま分校		〒371-0046 群馬県前橋市川原町826	（不明）						[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立南橘中学校みやま分校		〒371-0046 群馬県前橋市川原町826	（不明）						[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立鎌倉中学校		〒371-0051 群馬県前橋市上細井町2130	027-234-5757	027-234-5841		http://menet.ed.jp/kamakura-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立前橋高等学校		〒371-0051 群馬県前橋市上細井町2211−3	027-231-2738	027-234-9412		http://www.maeichi-hs.menet.ed.jp/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]			
群馬大学附属中学校		〒371-0052 群馬県前橋市上沖町612	027-231-3023	027-231-3164		http://jhs.edu.gunma-u.ac.jp/~jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立桃木小学校		〒371-0052 群馬県前橋市上沖町732-1	027-233-2963	027-233-2903		http://menet.ed.jp/momonoki-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立細井小学校		〒371-0054 群馬県前橋市下細井町67-1	027-231-1780	027-231-1783		http://menet.ed.jp/hosoi-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立白川小学校赤城山分校		〒371-0101 群馬県前橋市富士見町赤城山33	027-287-8416	027-287-8417			休校中		[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
富士見村立富士見中学校赤城山分校		〒371-0101 群馬県前橋市富士見町赤城山33	027-287-8416	027-287-8417			休校中		[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立白川小学校		〒371-0103 群馬県前橋市富士見町小暮2425-63	027-288-2624	027-288-2731		http://menet.ed.jp/shirakawa-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立時沢小学校		〒371-0104 群馬県前橋市富士見町時沢3164-1	027-288-2009	027-288-2129		http://menet.ed.jp/tokizawa-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立石井小学校		〒371-0105 群馬県前橋市富士見町石井546-1	027-288-2615			http://menet.ed.jp/ishii-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立富士見中学校		〒371-0114 群馬県前橋市富士見町田島954-1	027-288-2620	027-288-2621		http://menet.ed.jp/fujimi-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立原小学校		〒371-0116 群馬県前橋市富士見町原之郷1933-1	027-288-2022	027-288-2268		http://menet.ed.jp/hara-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立芳賀小学校		〒371-0124 群馬県前橋市勝沢町719	027-269-5826	027-269-5827		http://menet.ed.jp/haga-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立嶺小学校		〒371-0125 群馬県前橋市嶺町1409-2	027-269-6633	027-269-6634		http://menet.ed.jp/mine-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立芳賀中学校		〒371-0131 群馬県前橋市鳥取町796	027-269-5829	027-269-5819		http://menet.ed.jp/haga-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立月田小学校		〒371-0203 群馬県前橋市粕川町月田273	027-285-2011	027-230-6066		http://menet.ed.jp/tsukida-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立粕川小学校		〒371-0214 群馬県前橋市粕川町女渕521-2	027-285-2004	027-230-6065		http://menet.ed.jp/kasukawa-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立粕川中学校		〒371-0217 群馬県前橋市粕川町西田面138	027-285-2027	027-230-6067		http://menet.ed.jp/kasukawa-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立大胡東小学校		〒371-0224 群馬県前橋市河原浜町870-1	027-280-2332	027-283-1222		http://menet.ed.jp/oogohigashi-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立大胡中学校		〒371-0231 群馬県前橋市堀越町1152	027-283-2004	027-283-2115		http://menet.ed.jp/oogo-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立大胡小学校		〒371-0231 群馬県前橋市堀越町1161	027-283-2064	027-283-9045		http://menet.ed.jp/oogo-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立滝窪小学校金丸分校		〒371-0234 群馬県前橋市東金丸町136-1	027-283-4420						[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立滝窪小学校		〒371-0235 群馬県前橋市滝窪町185-1	027-283-2056	027-283-0524		http://menet.ed.jp/takikubo-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
若葉高等学園		〒371-0241 群馬県群馬県前橋市苗ヶ島町2258-4	027-283-1011	027-283-1010		http://www.wakaba-y.jp/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:特別支援学校]]			
前橋市立宮城小学校		〒371-0244 群馬県前橋市鼻毛石町1507-1	027-283-2327	027-283-1861		http://menet.ed.jp/miyagi-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立宮城中学校		〒371-0244 群馬県前橋市鼻毛石町1564-1	027-283-2326	027-283-1862		http://menet.ed.jp/miyagi-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立天川小学校		〒371-0801 群馬県前橋市文京町3-18-4	027-221-5991	027-221-5564		http://menet.ed.jp/amagawa-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立第五中学校		〒371-0801 群馬県前橋市文京町3-20-5	027-221-5975	027-221-5851		http://menet.ed.jp/daigo-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
群馬県立聾学校		〒371-0803 群馬県前橋市天川原町1-4	027-223-3233	027-243-6255		http://www.center.gsn.ed.jp/gakko/toku/rogakko/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:特別支援学校]]			
前橋市立城南小学校		〒371-0804 群馬県前橋市六供町381	027-221-2789	027-221-2857		http://menet.ed.jp/jounan-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立第一中学校		〒371-0805 群馬県前橋市南町1-20-5	027-224-7731	027-224-7730		http://menet.ed.jp/daiichi-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
群馬県立前橋商業高等学校		〒371-0805 群馬県前橋市南町四丁目35-1	027-221-4486	027-243-2175		http://www.maesho-hs.gsn.ed.jp/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]			
群馬県立盲学校		〒371-0805 群馬県前橋市南町四丁目5-1	027-224-7890	027-243-2821		http://www.h5.dion.ne.jp/~gunmamou/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:特別支援学校]]			
前橋市立朝倉小学校		〒371-0811 群馬県前橋市朝倉町165-1	027-261-7775	027-261-7958		http://menet.ed.jp/asakura-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立上川渕小学校		〒371-0811 群馬県前橋市朝倉町466	027-265-0650	027-265-0887		http://menet.ed.jp/kamikawa-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立広瀬小学校		〒371-0812 群馬県前橋市広瀬町3-19	027-263-2236	027-263-2237		http://menet.ed.jp/hirose-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立広瀬中学校		〒371-0813 群馬県前橋市後閑町437-1	027-265-3755	027-265-3871		http://menet.ed.jp/hirose-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立天神小学校		〒371-0813 群馬県前橋市後閑町50-4	027-265-3312	027-265-3372		http://menet.ed.jp/tenjin-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立第七中学校		〒371-0814 群馬県前橋市宮地町33-1	027-265-0946	027-265-0813		http://menet.ed.jp/dainana-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立春日中学校		〒371-0816 群馬県前橋市上佐鳥町207	027-265-1941	027-265-1944		http://menet.ed.jp/kasuga-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立新田小学校		〒371-0821 群馬県前橋市上新田町1160	027-252-1833	027-252-1644		http://menet.ed.jp/shinden-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立大利根小学校		〒371-0825 群馬県前橋市大利根町2-12-1	027-252-8111	027-252-8122		http://menet.ed.jp/ootone-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋育英高等学校		〒371-0832 群馬県前橋市朝日が丘町13番地	027-251-7087	027-252-9419		http://www.maebashiikuei-h.ed.jp/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:高等学校]]			
前橋市立東中学校		〒371-0833 群馬県前橋市光が丘町3	027-251-5491	027-251-5497		http://menet.ed.jp/azuma-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立箱田中学校		〒371-0835 群馬県前橋市前箱田町396-1	027-252-5711	027-252-5899		http://menet.ed.jp/hakoda-jhs/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
前橋市立東小学校		〒371-0837 群馬県前橋市箱田町1645	027-251-6421	027-251-6482		http://menet.ed.jp/azuma-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
前橋市立元総社小学校		〒371-0846 群馬県前橋市元総社町2406	027-251-2181	027-251-2138		http://menet.ed.jp/motosouja-es/			[[Category:群馬県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
