|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=					
熊谷市立大麻生小学校	くまがやしりつおおあそうしょうがっこう	〒360-0835 埼玉県熊谷市大麻生51	048-532-3518	048-530-1247	http://www.ooasou-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立大寄小学校	ふかやしりつおおよりしょうがっこう	〒366-0831 埼玉県深谷市内ヶ島660	048-571-0774	048-571-8221	http://www.ooyori-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立桜川小学校	かすかべしりつさくらがわしょうがっこう	〒344-0116 埼玉県春日部市大衾496-1	048-746-6238	048-746-6223	http://www.sakuragawa.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立権現堂川小学校	さってしりつごんげんどうがわしょうがっこう	〒340-0122 埼玉県幸手市神明内570	0480-48-0950	0480-48-1372	http://www.satte-stm.ed.jp/gongen-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立香日向小学校	さってしりつかひなたしょうがっこう	〒340-0164 埼玉県幸手市香日向4-5-1	0480-43-7250	0480-43-7222	http://www.satte-stm.ed.jp/kahinata-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立上高野小学校	さってしりつかみたかのしょうがっこう	〒340-0155 埼玉県幸手市上高野1009	0480-42-0350	0480-42-0380	http://www.satte-stm.ed.jp/kamitakano-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立行幸小学校	さってしりつみゆきしょうがっこう	〒340-0104 埼玉県幸手市円藤内460-2	0480-42-0349	0480-42-0394	http://www.satte-stm.ed.jp/miyuki-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立長倉小学校	さってしりつながくらしょうがっこう	〒340-0162 埼玉県幸手市下川崎242	0480-42-7746	0480-42-7752	http://www.satte-stm.ed.jp/nagakura-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立さかえ小学校	さってしりつさかえしょうがっこう	〒340-0154 埼玉県幸手市栄2-90	0480-43-1509	0480-43-1542	http://www.satte-stm.ed.jp/sakae-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立さくら小学校	さってしりつさくらしょうがっこう	〒340-0113 埼玉県幸手市幸手72	0480-43-0623	0480-43-0635	http://www.satte-stm.ed.jp/sakura-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立幸手小学校	さってしりつさってしょうがっこう	〒340-0115 埼玉県幸手市中3-11-41	0480-42-0042	0480-42-0068	http://www.satte-stm.ed.jp/satte-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立八代小学校	さってしりつやしろしょうがっこう	〒340-0145 埼玉県幸手市平須賀1-14	0480-48-0960	0480-48-0964	http://www.satte-stm.ed.jp/yashiro-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
幸手市立吉田小学校	さってしりつよしだしょうがっこう	〒340-0133 埼玉県幸手市惣新田3159	0480-48-1042	0480-48-1462	http://www.satte-stm.ed.jp/yoshida-sho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立佐谷田小学校	くまがやしりつさやだしょうがっこう	〒360-0023 埼玉県熊谷市佐谷田1030	048-521-0783	048-521-0823	http://www.sayada-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立狭山台小学校	さやましりつさやまだいしょうがっこう	〒350-1304 埼玉県狭山市狭山台4-25	04-2958-6792	04-2958-6700	http://www.sayama-stm.ed.jp/e_dainan/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立富士見小学校	さやましりつふじみしょうがっこう	〒350-1308 埼玉県狭山市中央4-17-1	04-2957-9107	04-2957-9108	http://www.sayama-stm.ed.jp/e_fujimi/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立入間川東小学校	さやましりついるまがわひがししょうがっこう	〒350-1305 埼玉県狭山市入間川2-7-23	04-2952-3118	04-2952-3119	http://www.sayama-stm.ed.jp/e_higasi/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立広瀬小学校	さやましりつひろせしょうがっこう	〒350-1320 埼玉県狭山市広瀬東4-4-1	04-2953-7610	04-2953-7611	http://www.sayama-stm.ed.jp/e_hirose/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立堀兼小学校	さやましりつほりかねしょうがっこう	〒350-1312 埼玉県狭山市堀兼1234	04-2959-3343	04-2959-3398	http://www.sayama-stm.ed.jp/e_hori/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立入間川小学校	さやましりついるまがわしょうがっこう	〒350-1323 埼玉県狭山市鵜ノ木5-9	04-2952-6221	04-2952-6222	http://www.sayama-stm.ed.jp/e_irumagawa/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立入間野小学校	さやましりついるまのしょうがっこう	〒350-1315 埼玉県狭山市北入曽980	04-2958-2718	04-2958-2719	http://www.sayama-stm.ed.jp/e_irumano/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立柏原小学校	さやましりつかしわばらしょうがっこう	〒350-1335 埼玉県狭山市柏原1141	04-2953-5862	04-2953-5863	http://www.sayama-stm.ed.jp/e_kasi/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立御狩場小学校	さやましりつみかりばしょうがっこう	〒350-1315 埼玉県狭山市北入曽755-4	04-2957-3421	04-2957-3422	http://www.sayama-stm.ed.jp/e_mikariba/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立南小学校	さやましりつみなみしょうがっこう	〒350-1317 埼玉県狭山市水野815-1	04-2957-9102	04-2957-9103	http://www.sayama-stm.ed.jp/e_minami/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立水富小学校	さやましりつみずとみしょうがっこう	〒350-1325 埼玉県狭山市根岸2-22-1	04-2952-2265	04-2952-2396	http://www.sayama-stm.ed.jp/e_mizutomi/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立奥富小学校	さやましりつおくとみしょうがっこう	〒350-1332 埼玉県狭山市下奥富1019	04-2953-7615	04-2953-7616	http://www.sayama-stm.ed.jp/e_okutomi/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立山王小学校	さやましりつさんのうしょうがっこう	〒350-1316 埼玉県狭山市南入曽55	04-2957-4857	04-2957-4864	http://www.sayama-stm.ed.jp/e_sannou/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立笹井小学校	さやましりつささいしょうがっこう	〒350-1327 埼玉県狭山市笹井1700	04-2954-2290	04-2954-2291	http://www.sayama-stm.ed.jp/e_sasai/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
狭山市立新狭山小学校	さやましりつしんさやましょうがっこう	〒350-1305 埼玉県狭山市入間川1108	04-2958-4080	04-2958-4092	http://www.sayama-stm.ed.jp/e_sinsayama/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立安行小学校	かわぐちしりつあんぎょうしょうがっこう	〒334-0057 埼玉県川口市安行原2020	048-295-1803	048-295-1975	http://www.sch.kawaguchi.saitama.jp/angyo-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立安行東小学校	かわぐちしりつあんぎょうひがししょうがっこう	〒334-0052 埼玉県川口市安行出羽4-1-1	048-295-7960	048-295-7979	http://www.sch.kawaguchi.saitama.jp/angyohigashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立青木中央小学校	かわぐちしりつあおきちゅうおうしょうがっこう	〒332-0032 埼玉県川口市中青木2-21-5	048-251-2909	048-251-5266	http://www.sch.kawaguchi.saitama.jp/aokichuo-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立青木北小学校	かわぐちしりつあおききたしょうがっこう	〒332-0035 埼玉県川口市西青木1-1-1	048-251-4172	048-251-4210	http://www.sch.kawaguchi.saitama.jp/aokikita-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立朝日東小学校	かわぐちしりつあさひひがししょうがっこう	〒332-0001 埼玉県川口市朝日5-15-1	048-223-5812	048-223-3980	http://www.sch.kawaguchi.saitama.jp/asahihigashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立朝日西小学校	かわぐちしりつあさひにししょうがっこう	〒332-0001 埼玉県川口市朝日4-17-12	048-224-7889	048-224-9589	http://www.sch.kawaguchi.saitama.jp/asahinishi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立原町小学校	かわぐちしりつはらまちしょうがっこう	〒332-0024 埼玉県川口市飯原町6-50	048-252-4761	048-252-7589	http://www.sch.kawaguchi.saitama.jp/haramachi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立鳩ヶ谷小学校	かわぐちしりつはとがやしょうがっこう	〒334-0002 埼玉県川口市鳩ヶ谷本町1-6-3	048-281-1054	048-282-7350	http://www.sch.kawaguchi.saitama.jp/hatogaya-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立東本郷小学校	かわぐちしりつひがしほんごうしょうがっこう	〒334-0063 埼玉県川口市東本郷630	048-284-8076	048-284-8749	http://www.sch.kawaguchi.saitama.jp/higashihongo-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立東領家小学校	かわぐちしりつひがしりょうけしょうがっこう	〒332-0003 埼玉県川口市東領家3-5-9	048-224-4115	048-224-3360	http://www.sch.kawaguchi.saitama.jp/higashiryoke-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立本町小学校	かわぐちしりつほんちょうしょうがっこう	〒332-0012 埼玉県川口市本町2-4-6	048-222-2101	048-222-2156	http://www.sch.kawaguchi.saitama.jp/honcho-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立舟戸小学校	かわぐちしりつふなとしょうがっこう	〒332-0013 埼玉県川口市舟戸町2-1	048-222-5364	048-222-2231	http://www.sch.kawaguchi.saitama.jp/hunato-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立飯仲小学校	かわぐちしりついいなかしょうがっこう	〒332-0026 埼玉県川口市南町2-3-1	048-251-4442	048-251-5434	http://www.sch.kawaguchi.saitama.jp/iinaka-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立飯塚小学校	かわぐちしりついいづかしょうがっこう	〒332-0023 埼玉県川口市飯塚2-11-1	048-251-2975	048-251-3079	http://www.sch.kawaguchi.saitama.jp/iizuka-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立慈林小学校	かわぐちしりつじりんしょうがっこう	〒334-0071 埼玉県川口市安行慈林356	048-281-2122	048-281-2794	http://www.sch.kawaguchi.saitama.jp/jirin-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立上青木小学校	かわぐちしりつかみあおきしょうがっこう	〒333-0845 埼玉県川口市上青木西3-8-25	048-265-3372	048-265-3394	http://www.sch.kawaguchi.saitama.jp/kamiaoki-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立上青木南小学校	かわぐちしりつかみあおきみなみしょうがっこう	〒333-0844 埼玉県川口市上青木1-6-43	048-251-1159	048-251-1087	http://www.sch.kawaguchi.saitama.jp/kamiaokiminami-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立神根小学校	かわぐちしりつかみねしょうがっこう	〒333-0835 埼玉県川口市道合1111	048-281-3249	048-281-0925	http://www.sch.kawaguchi.saitama.jp/kamine-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立神根東小学校	かわぐちしりつかみねひがししょうがっこう	〒333-0823 埼玉県川口市石神1440	048-295-1817	048-295-1819	http://www.sch.kawaguchi.saitama.jp/kaminehigashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立木曽呂小学校	かわぐちしりつきぞろしょうがっこう	〒333-0831 埼玉県川口市木曽呂382-2	048-298-0100	048-298-0223	http://www.sch.kawaguchi.saitama.jp/kizoro-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立前川小学校	かわぐちしりつまえかわしょうがっこう	〒333-0841 埼玉県川口市前川町4-180	048-265-3375	048-265-8154	http://www.sch.kawaguchi.saitama.jp/maekawa-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立前川東小学校	かわぐちしりつまえかわひがししょうがっこう	〒333-0843 埼玉県川口市前上町10-1	048-265-3310	048-265-3314	http://www.sch.kawaguchi.saitama.jp/maekawahigashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立南鳩ヶ谷小学校	かわぐちしりつみなみはとがやしょうがっこう	〒334-0013 埼玉県川口市南鳩ヶ谷5-20-1	048-283-4004	048-282-7355	http://www.sch.kawaguchi.saitama.jp/minamihatogaya-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立元郷小学校	かわぐちしりつもとごうしょうがっこう	〒332-0011 埼玉県川口市元郷6-2-1	048-222-2349	048-222-2809	http://www.sch.kawaguchi.saitama.jp/motogo-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立元郷南小学校	かわぐちしりつもとごうみなみしょうがっこう	〒332-0011 埼玉県川口市元郷2-15-20	048-222-6856	048-222-9389	http://www.sch.kawaguchi.saitama.jp/motogominami-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立仲町小学校	かわぐちしりつなかちょうしょうがっこう	〒332-0021 埼玉県川口市西川口5-6-1	048-252-2334	048-252-7880	http://www.sch.kawaguchi.saitama.jp/nakacho-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立中居小学校	かわぐちしりつなかいしょうがっこう	〒334-0013 埼玉県川口市南鳩ヶ谷2-1-1	048-281-3322	048-282-7351	http://www.sch.kawaguchi.saitama.jp/nakai-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
