館名	郵便番号	住所	電話番号	URL	都道府県
水道記念館	253-0106	神奈川県寒川町宮山4001	0467-74-3478		神奈川県
鈴廣のかまぼこ博物館	250-0032	神奈川県小田原市風祭245	0465-24-6262		神奈川県
逗子市郷土資料館	249-0005	神奈川県逗子市桜山8－2275	0468-73-1741		神奈川県
瀬谷郷土資料館	246-0013	神奈川県横浜市瀬谷区相沢4－1－1横浜市立瀬谷小学校内	045-301-1025		神奈川県
創価学会戸田平和記念館	231-0023	神奈川県横浜市中区山下町7	045-641-6873		神奈川県
そごう美術館	220-8510	神奈川県横浜市西区高島2-18-1	045-465-5515		神奈川県
高島屋・横浜店	220-8601	神奈川県横浜市西区南幸1丁目6番31号	045-311-5111		神奈川県
高野資料館	240-0035	神奈川県横浜市保土ケ谷区今井町新桜ケ丘団地「上の家」	045-351-3405		神奈川県
田奈郷土資料館	226-0000	神奈川県横浜市緑区田奈町51－13	045-981-0009		神奈川県
大本山総持寺宝物殿	230-0063	神奈川県横浜市鶴見区鶴見2－1－1	045-581-6021		神奈川県
大雄山最乗寺尚宝殿	250-0127	神奈川県南足柄市大雄町1157	0465-74-3121		神奈川県
茅ヶ崎市文化資料館	253-0055	神奈川県茅ヶ崎市中海岸2-2-18	0467-85-1733	http://www.city.chigasaki.kanagawa.jp/newsection/shougaku/shiryoukan/index.html	神奈川県
茅ヶ崎市美術館	253-0053	神奈川県茅ヶ崎市東海岸北1-4-45	0467-88-1177	http://www.chigasaki-arts.jp/museum/	神奈川県
町立湯河原美術館	259-0314	神奈川県湯河原町宮上623-1	0465-63-7788	http://www.town.yugawara.kanagawa.jp/museum/museum01.html	神奈川県
津久井郡郷土資料館	220-0207	神奈川県津久井町中野1681	042-784-7839	http://www004.upp.so-net.ne.jp/t-kyoudo/	神奈川県
津久井湖記念館・資料室	220-0116	神奈川県相模原市城山町城山2-95	042-782-2414		神奈川県
津久井町立尾崎咢堂記念館	220-0208	神奈川県津久井町又野691	042-784-0660		神奈川県
辻堂海浜公園交通展示館	251-0046	神奈川県藤沢市辻堂西海岸3－2－1	0466-34-3743		神奈川県
鶴岡八幡宮宝物殿	248-0005	神奈川県鎌倉市雪ノ下2－1－31	0467-22-0315		神奈川県
ＴＥＰＣＯ　ＰＬＡＺＡ　横浜 【東京電力のＰＲ館】	220-0011	神奈川県横浜市西区高島2－18－1横浜新都市ビル9階	045-465-2054		神奈川県
電気の史料館	230-8510	神奈川県横浜市鶴見区江ヶ崎町4-1東京電力株式会社 技術開発センター隣接	045-394-5900	http://www.tepco.co.jp/shiryokan/index-j.html	神奈川県
電車とバスの博物館	216-0033	神奈川県川崎市宮前区宮崎2-10-12	044-861-6787	http://www.tokyu.co.jp/railway/railway/west/link/museum.html	神奈川県
伝統鎌倉彫事業協同組合　鎌倉彫工芸館	248-0014	神奈川県鎌倉市由比ガ浜3－4－7	0467-23-0154		神奈川県
ＴＯＹＳ　ＣＬＵＢ	231-0862	神奈川県横浜市中区山手町239	045-621-8710		神奈川県
東京電力（株）横浜火力発電所　トゥイニー・ヨコハマ 【東京電力のＰＲ館】	230-0053	神奈川県横浜市鶴見区大黒町11－1東京電力(株) 横浜火力発電所内	045-511-1222	http://www.tepco.co.jp/yokohama-tp/index-j.html	神奈川県
東京農業大学植物園	243-0034	神奈川県厚木市船子1737	046-247-4335		神奈川県
東芝科学館	210-0901	神奈川県川崎市幸区小向東芝町1	044-549-2200	http://www2.toshiba.co.jp/kakan/	神奈川県
徳富蘇峰記念館	259-0123	神奈川県二宮町二宮605	0463-71-0266		神奈川県
中井町郷土資料館	259-0153	神奈川県中井町比奈窪56	0465-81-1111		神奈川県
中村正義の美術館	215-0001	神奈川県川崎市麻生区細山7-2-8	044-953-4936	http://www7a.biglobe.ne.jp/~nakamura-masayoshi/	神奈川県
懐かし博物館	225-0002	神奈川県横浜市青葉区美しが丘3－6－6たまプラーザ歯科医院内	045-901-4582		神奈川県
箱根・芦ノ湖成川美術館	250-0522	神奈川県箱根町元箱根570	0460-83-6828		神奈川県
二ヶ領せせらぎ館	214-0021	神奈川県川崎市多摩区宿河原1－5－1	044-900-8386		神奈川県
西丹沢自然教室	258-0201	神奈川県山北町中川石堂ノ台867	0465-78-3940		神奈川県
西村京太郎記念館	259-0314	神奈川県湯河原町宮上46-62	0465-63-1599	http://www.yugawara.or.jp/bijiyutu.htm	神奈川県
日本新聞博物館（ニュースパーク）	231-8311	神奈川県横浜市中区日本大通11横浜情報文化センター内	045-661-2040	http://newspark.jp/newspark/	神奈川県
日本女子大学　成瀬記念館西生田記念室	214-8565	神奈川県川崎市多摩区西生田1－1－1	044-952-6808		神奈川県
日本大学　生物資源科学部　博物館	252-0813	神奈川県藤沢市亀井野1866	0466-84-3892		神奈川県
日本漫画博物館	211-0051	神奈川県川崎市中原区宮内4－12－14常楽寺境内	044-766-5068		神奈川県
日本郵船歴史博物館	231-0002	神奈川県横浜市中区海岸通3-9横浜郵船ビル	045-211-1923	http://www.nykline.co.jp/rekishi/	神奈川県
人間国宝美術館	259-0301	神奈川県湯河原町中央3-16-1	0465-62-2112	http://www.nikobi.com/	神奈川県
沼田記念館・ミツトヨ博物館	213-0012	神奈川県川崎市高津区坂戸165	044-813-8201		神奈川県
箱根芦之湯フラワーセンター	250-0523	神奈川県箱根町芦之湯84－55	0460-83-7350		神奈川県
箱根園水族館	250-0522	神奈川県箱根町元箱根139箱根プリンスホテル内	0460-83-1111	http://www.princehotels.co.jp/amuse/hakone-en/suizokukan.html	神奈川県
箱根ガラスの森美術館	250-0631	神奈川県箱根町仙石原940-48	0460-86-3111	 http://ciao3.com/	神奈川県
箱根ガーデンミュージアム	250-0311	神奈川県箱根町湯本740	0460-86-4700		神奈川県
箱根強羅公園	250-0408	神奈川県箱根町強羅1300	0460-82-2825		神奈川県
箱根　星の王子さまミュージアム　サン=テグジュぺリ	250-0631	神奈川県箱根町仙石原909	0460-86-3700	http://www.tbs.co.jp/l-prince/	神奈川県
箱根湿生花園	250-0631	神奈川県箱根町仙石原817	0460-84-7293		神奈川県
箱根写真美術館	250-0408	神奈川県箱根町強羅1300-432	0460-82-2717	http://hmop.com	神奈川県
箱根神社宝物殿	250-0522	神奈川県箱根町元箱根80	0460-83-7123		神奈川県
箱根関所資料館	250-0521	神奈川県箱根町箱根1	0460-83-6635	http://www.hakone.or.jp/town	神奈川県
箱根町立郷土資料館	250-0311	神奈川県箱根町湯本266	0460-85-7111		神奈川県
箱根町立箱根旧街道資料館	250-0314	神奈川県箱根町畑宿395	0460-83-6871		神奈川県
箱根彫刻の森美術館	250-0493	神奈川県足柄下郡箱根町二ノ平1121	0460-82-1161	http://www.hakone-oam.or.jp	神奈川県
北原コレクション　箱根トイミュージアム	250-0311	神奈川県箱根町湯本740	0460-86-4700	http://www.toymuseum.co.jp/	神奈川県
箱根ビジターセンター	250-0522	神奈川県箱根町元箱根旧札場164	0460-84-9981		神奈川県
箱根美術館	250-0408	神奈川県箱根町強羅1300	0460-82-2623	http://www.moaart.or.jp/hakone/	神奈川県
箱根ベゴニア園	250-0315	神奈川県箱根町塔ノ沢4	0460-85-8383	http://www.hakone-begoniaen.com/	神奈川県
箱根マイセン庭園美術館	250-0631	神奈川県箱根町仙石原1246-602	0460-84-2027	http://www.hakone-meissen.com/	神奈川県
箱根武士の里美術館	250-0631	神奈川県箱根町仙石原817-580	0460-84-8177	http://www5f.biglobe.ne.jp/~mononofu-no-sato/	神奈川県
箱根ラリック美術館	250-0631	神奈川県箱根町仙石原186-1	0460-84-2255	http://www.lalique-museum.com	神奈川県
長谷寺宝物館	248-0016	神奈川県鎌倉市長谷3-11-2宗教法人長谷寺内	0467-22-6300	http://www.hasedera.jp/	神奈川県
秦野市立桜土手古墳展示館	259-1304	神奈川県秦野市堀山下380－3	0463-87-5542		神奈川県
羽太郷土資料館	245-0018	神奈川県横浜市泉区上飯田町3590	045-301-7555		神奈川県
はまぎんこども宇宙科学館	235-0045	神奈川県横浜市磯子区洋光台5-2-1	045-832-1166	http://www.ysc.go.jp/ysc/ysc.html	神奈川県
葉山しおさい公園　葉山しおさい博物館	240-0111	神奈川県葉山町一色2123－1	0468-76-1155		神奈川県
パイプのミニ博物館	210-0855	神奈川県川崎市川崎区南渡田町1－1日本鋼管 京浜製鉄所	044-355-1111		神奈川県
パイロット筆記具資料館	254-0073	神奈川県平塚市西八幡1－4－3平塚工場内	0463-35-8042		神奈川県
パシフィコ横浜	220-0012	神奈川県横浜市西区みなとみらい1-1-1	045-221-2155	http://www.pacifico.co.jp/	神奈川県
光と緑の美術館	229-1122	神奈川県相模原市横山3-6-18	042-757-7151	http://www.hm-museum.com/	神奈川県
氷川丸	231-0023	神奈川県横浜市中区山下町 山下公園地先	045-641-4361		神奈川県
平塚市博物館	254-0041	神奈川県平塚市浅間町12－41	0463-33-5111	http://www.hirahaku.jp/	神奈川県
平塚市美術館	254-0073	神奈川県平塚市西八幡1-3-3	0463-35-2111	http://www.city.hiratsuka.kanagawa.jp/art-muse/	神奈川県
フェリス女学院資料室	231-0862	神奈川県横浜市中区山手町178	045-662-4511		神奈川県
藤沢市文書館	251-0054	神奈川県藤沢市朝日町12－6	0466-24-0171		神奈川県
藤沢市湘南台文化センター・こども館	252-0804	神奈川県藤沢市湘南台1-8	0466-45-1500	http://www.kodomokan.fujisawa.kanagawa.jp/	神奈川県
藤野町郷土資料館ふじや	229-0203	神奈川県相模原市藤野町吉野214	042-687-5022		神奈川県
ブラフ１８番館	231-0862	神奈川県横浜市中区山手町16	045-662-6318		神奈川県
ブリキのおもちゃ博物館	231-0862	神奈川県横浜市中区山手町239	045-621-8710	http://www.toysclub.co.jp/	神奈川県
文久２年生麦事件参考館	230-0052	神奈川県横浜市鶴見区生麦1－11－20	045-503-3710		神奈川県
文身歴史資料館	220-0023	神奈川県横浜市西区平沼1－11－7	045-323-1073		神奈川県
別所村郷土館	232-0064	神奈川県横浜市南区別所6－3－1別所小学校内	045-715-2973		神奈川県
細山資料館	215-0001	神奈川県川崎市麻生区細山3－10－10	044-954-3933		神奈川県
本間寄木美術館	250-0311	神奈川県箱根町湯本84	0460-85-5646	http://www.yoseki-honma.com/	神奈川県
ポーラ美術館	250-0631	神奈川県箱根町仙石原小塚山1285	0460-84-2111	http://www.polamuseum.or.jp/index.php	神奈川県
前場資料館（大工道具の博物館）	243-0034	神奈川県厚木市船子596	046-228-6644		神奈川県
万騎が原ちびっこ動物園	241-0834	神奈川県横浜市旭区大池町65－1	045-351-5442		神奈川県
真鶴町立中川一政美術館	259-0201	神奈川県真鶴町真鶴1178-1	0465-68-1128	http://www.town-manazuru.jp/museum/	神奈川県
三浦市文化財収蔵庫	238-0113	神奈川県三浦市初声町入江2－146－1	0468-88-3403		神奈川県
三菱みなとみらい技術館	220-8401	神奈川県横浜市西区みなとみらい3-3-1三菱重工横浜ビル	045-200-7351	http://www.mhi.co.jp/museum	神奈川県
南足柄市郷土資料館	250-0121	神奈川県南足柄市広町1544	0465-73-4570		神奈川県
宮ヶ瀬ダム 水とエネルギー館	243-0307	神奈川県愛川町半原大沢5157	046-281-5171		神奈川県
ＭＵＳＥカラカラ	250-0853	神奈川県小田原市堀之内373	0465-36-0705		神奈川県
棟方板画美術館	248-0031	神奈川県鎌倉市鎌倉山2-19-17	0467-31-7642		神奈川県
森のふれあい館	250-0521	神奈川県箱根町箱根381-4箱根やすらぎの森	0460-83-6006	http://www.hakone.or.jp	神奈川県
山北町立丹沢森林館・薬草園	258-0202	神奈川県山北町玄倉491	0465-78-3077		神奈川県
山口蓬春記念館	240-0111	神奈川県葉山町一色2320	046-875-6094	http://www.jrtf.com/hoshun/	神奈川県
山田土筆細山美術館	215-0005	神奈川県川崎市麻生区千代ヶ丘6－3－7	044-966-4083		神奈川県
山手資料館	231-0862	神奈川県横浜市中区山手町247	045-622-1188		神奈川県
大和高校万葉樹木園	242-0002	神奈川県大和市つきみ野3－4神奈川県立大和高等学校	0462-74-0026		神奈川県
大和市郷土民家園	242-0029	神奈川県大和市上草柳629－1	0462-60-5790		神奈川県
大和市つる舞の里歴史資料館	242-0002	神奈川県大和市つきみ野7-3-2	046-278-3633	http://www.city.yamato.lg.jp/web/shakai/turumai.html	神奈川県
山本民俗資料館	243-0216	神奈川県厚木市宮の里3－6－17	046-241-5975		神奈川県
雪印こどもの国牧場・こども動物園	226-0000	神奈川県横浜市緑区奈良町700	045-962-0511		神奈川県
横須賀市自然・人文博物館	238-0016	神奈川県横須賀市深田台95	046-824-3688	http://www.museum.yokosuka.kanagawa.jp/	神奈川県
横須賀市自然・人文博物館附属天神島臨海自然教育園天神島ビジターセンター	240-0103	神奈川県横須賀市佐島3-7-3	046-856-0717	http://www.museum.yokosuka.kanagawa.jp/	神奈川県
横須賀美術館	239-0813	神奈川県横須賀市鴨居4丁目1番地	046-845-1211	http://www.yokosuka-moa.jp/	神奈川県
横浜開港資料館	231-0021	神奈川県横浜市中区日本大通3	045-201-2100	http://www.kaikou.city.yokohama.jp/	神奈川県
横浜外国人墓地資料館	231-0862	神奈川県横浜市中区山手町96	045-622-1311	http://www.yfgc-japan.com	神奈川県
横浜市民防災センター	221-0844	神奈川県横浜市神奈川区沢渡4－7	045-312-0119		神奈川県
（財）横浜市ふるさと歴史財団埋蔵文化財センター	224-0034	神奈川県横浜市都筑区勝田町760	045-593-2406		神奈川県
横浜市農村生活館　「獅子ケ谷横溝屋敷」	230-0073	神奈川県横浜市鶴見区獅子ケ谷3－10－2	045-574-1987		神奈川県
横浜市技能文化会館・匠プラザ	231-0031	神奈川県横浜市中区万代町2－4－7	045-681-6551	http://gibun.jp/takumi/	神奈川県
横浜市八聖殿郷土資料館	231-0822	神奈川県横浜市中区本牧元町76-1	045-622-2624		神奈川県
横浜市こども植物園	232-0066	神奈川県横浜市南区六ツ川3－122	045-741-1015		神奈川県
横浜市三殿台考古館	235-0021	神奈川県横浜市磯子区岡村4－11－22	045-761-4571		神奈川県
横浜市長浜ホール　野口英世細菌検査室	236-0011	神奈川県横浜市金沢区長浜114－4長浜野口記念公園内	045-782-7371		神奈川県
横浜水道記念館	240-0045	神奈川県横浜市保土ヶ谷区川島町522	045-371-1621		神奈川県
横浜自然観察の森	247-0013	神奈川県横浜市栄区上郷町1562-1	045-894-7474	http://www.wbsj.org/sanctuary/141/	神奈川県
横浜市電保存館	235-0012	神奈川県横浜市磯子区滝頭3-1-53	045-751-9625	http://www.kyouryokukai.or.jp/ciden/	神奈川県
横浜市民ギャラリー	231-0031	神奈川県横浜市中区万代町1-1横浜市教育文化センター内	045-224-7920		神奈川県
横浜市立金沢動物園	236-0042	神奈川県横浜市金沢区釜利谷東5-15-1	045-783-9101	http://www.city.yokohama.jp/me/kankyou/dousyoku/kanazawa/	神奈川県
横浜市立野毛山動物園	220-0032	神奈川県横浜市西区老松町63-10	045-231-1696	http://www.city.yokohama.jp/me/green/noge/index.html	神奈川県
